ITEM   	 LEN_P 	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
refinished	   -  	  10	   0		-1	-1	-1	-1	
refitted	   -  	   8	   2		-1	-1	-1	-1	
reflecting	   9	  10	   1	   3	-1	-1	-1	-1	
refraining	   8	  10	   1	   0	-1	-1	-1	-1	
refuel	   6	   6	   0	   0	-1	-1	-1	-1	
refunded	   8	   8	   0	   0	-1	-1	-1	-1	
refunding	   -  	   9	   0		-1	-1	-1	-1	
refurbish	   7	   9	   0	   0	-1	-1	-1	-1	
refuses	   8	   7	   2	   1	-1	-1	-1	-1	
refusing	   8	   8	   0	   2	-1	-1	-1	-1	
refuted	   8	   7	   2	   1	-1	-1	-1	-1	
refuting	   -  	   8	   1		-1	-1	-1	-1	
regaining	   7	   9	   2	   2	-1	-1	-1	-1	
regaling	   -  	   8	   0		-1	-1	-1	-1	
regretted	   8	   9	   0	   1	-1	-1	-1	-1	
regulate	   8	   8	   0	   0	-1	-1	-1	-1	
regulates	   -  	   9	   1		-1	-1	-1	-1	
rehearses	   -  	   9	   1		-1	-1	-1	-1	
rehiring	   -  	   8	   1		-1	-1	-1	-1	
reigned	   4	   7	   2	  23	-1	-1	-1	-1	
reignite	   -  	   8	   0		-1	-1	-1	-1	
reigns	   4	   6	   0	  22	-1	-1	-1	-1	
reimpose	   -  	   8	   0		-1	-1	-1	-1	
reined	   4	   6	   3	  23	-1	-1	-1	-1	
reinforce	   7	   9	   0	   1	-1	-1	-1	-1	
reinstall	   -  	   9	   0		-1	-1	-1	-1	
reinstate	   8	   9	   0	   0	-1	-1	-1	-1	
reinsure	   -  	   8	   0		-1	-1	-1	-1	
reinvent	   -  	   8	   1		-1	-1	-1	-1	
reissued	   -  	   8	   0		-1	-1	-1	-1	
rejecting	   8	   9	   0	   2	-1	-1	-1	-1	
rejoining	   7	   9	   1	   0	-1	-1	-1	-1	
rekindle	   7	   8	   0	   1	-1	-1	-1	-1	
relabel	   -  	   7	   0		-1	-1	-1	-1	
relapsing	   -  	   9	   0		-1	-1	-1	-1	
relating	   7	   8	   2	   1	-1	-1	-1	-1	
relaxes	   8	   7	   2	   1	-1	-1	-1	-1	
relaying	   6	   8	   4	   1	-1	-1	-1	-1	
relearning	   -  	  10	   0		-1	-1	-1	-1	
releasing	   7	   9	   0	   2	-1	-1	-1	-1	
relented	   8	   8	   2	   3	-1	-1	-1	-1	
reliever	   -  	   8	   3		-1	-1	-1	-1	
relinquish	   9	  10	   0	   0	-1	-1	 337	-1	
relishing	   7	   9	   0	   1	-1	-1	-1	-1	
reliving	   7	   8	   1	   0	-1	-1	-1	-1	
relocate	   7	   8	   0	   0	-1	-1	-1	-1	
relying	   -  	   7	   0		-1	-1	-1	-1	
remaking	   -  	   8	   0		-1	-1	-1	-1	
remanded	   8	   8	   2	   2	-1	-1	-1	-1	
remarking	   7	   9	   0	   0	-1	-1	-1	-1	
remarry	   6	   7	   0	   2	-1	-1	-1	-1	
remedied	   7	   8	   1	   2	-1	-1	-1	-1	
remembers	   8	   9	   0	   2	-1	-1	-1	-1	
reminded	   8	   8	   2	   2	-1	-1	-1	-1	
reminding	   8	   9	   0	   1	-1	-1	-1	-1	
reminisce	   7	   9	   0	   1	-1	-1	-1	-1	
reminisced	   8	  10	   0	   1	-1	-1	-1	-1	
remitted	   7	   8	   0	   1	-1	-1	-1	-1	
remoulded	   -  	   9	   0		-1	-1	-1	-1	
removing	   7	   8	   0	   0	-1	-1	-1	-1	
reneging	   -  	   8	   1		-1	-1	-1	-1	
renewing	   7	   8	   0	   1	-1	-1	-1	-1	
renounces	   -  	   9	   2		-1	-1	-1	-1	
renovate	   7	   8	   0	   0	-1	 557	-1	 451	
reopen	   6	   6	   0	   1	-1	-1	-1	-1	
reopened	   7	   8	   0	   1	-1	-1	-1	-1	
reopens	   -  	   7	   0		-1	-1	-1	-1	
repackage	   -  	   9	   0		-1	-1	-1	-1	
repackaged	   -  	  10	   0		-1	-1	-1	-1	
repainted	   8	   9	   1	   0	-1	-1	-1	-1	
repaying	   6	   8	   2	   1	-1	-1	-1	-1	
repelling	   7	   9	   2	   1	-1	-1	-1	-1	
repented	   8	   8	   3	   2	-1	-1	-1	-1	
replaces	   8	   8	   1	   1	-1	-1	-1	-1	
replacing	   8	   9	   0	   1	-1	-1	-1	-1	
replanted	   -  	   9	   0		-1	-1	-1	-1	
replaying	   -  	   9	   1		-1	-1	-1	-1	
replenish	   8	   9	   0	   0	-1	-1	-1	-1	
replicate	   -  	   9	   0		-1	-1	-1	-1	
replicates	   -  	  10	   0		-1	-1	-1	-1	
replying	   7	   8	   1	   0	-1	-1	-1	-1	
repossess	   -  	   9	   0		-1	-1	-1	-1	
represent	   9	   9	   0	   1	-1	 527	-1	 358	
represents	  10	  10	   0	   1	-1	-1	-1	-1	
repressing	   8	  10	   2	   2	-1	-1	-1	-1	
repricing	   -  	   9	   0		-1	-1	-1	-1	
reprinted	   9	   9	   1	   0	-1	-1	-1	-1	
reprocess	   -  	   9	   0		-1	-1	-1	-1	
reproduce	   9	   9	   0	   1	-1	-1	-1	-1	
reproduced	  10	  10	   1	   1	-1	-1	-1	-1	
repulsing	   -  	   9	   0		-1	-1	-1	-1	
require	   7	   7	   0	   2	-1	-1	-1	-1	
requires	   7	   8	   1	   2	-1	-1	-1	-1	
rerouted	   -  	   8	   0		-1	-1	-1	-1	
rerouting	   -  	   9	   0		-1	-1	-1	-1	
rescinded	   8	   9	   0	   0	-1	-1	-1	-1	
reselling	   -  	   9	   3		-1	-1	-1	-1	
resemble	   7	   8	   0	   2	-1	-1	-1	-1	
resembled	   8	   9	   1	   2	-1	-1	-1	-1	
resembles	   8	   9	   1	   2	-1	-1	-1	-1	
resented	   8	   8	   2	   4	-1	-1	-1	-1	
reserving	   7	   9	   1	   2	-1	-1	-1	-1	
resided	   7	   7	   1	   1	-1	-1	-1	-1	
residing	   -  	   8	   0		-1	-1	-1	-1	
resigning	   7	   9	   1	   2	-1	-1	-1	-1	
resisted	   8	   8	   1	   2	-1	-1	-1	-1	
resolving	   8	   9	   1	   2	-1	-1	-1	-1	
resonates	   -  	   9	   0		-1	-1	-1	-1	
resorted	   7	   8	   2	   3	-1	-1	-1	-1	
resorting	   7	   9	   1	   2	-1	-1	-1	-1	
responded	   9	   9	   0	   1	-1	-1	-1	-1	
responding	   9	  10	   0	   1	-1	-1	-1	-1	
restarted	   -  	   9	   0		-1	-1	-1	-1	
restarting	   -  	  10	   0		-1	-1	-1	-1	
restated	   8	   8	   0	   1	-1	-1	-1	-1	
restating	   8	   9	   0	   1	-1	-1	-1	-1	
restocking	   -  	  10	   0		-1	-1	-1	-1	
resubmit	   -  	   8	   0		-1	-1	-1	-1	
resulted	   8	   8	   0	   1	-1	-1	-1	-1	
resuming	   8	   8	   0	   1	-1	-1	-1	-1	
resurface	   -  	   9	   0		-1	-1	-1	-1	
resurfaced	   -  	  10	   0		-1	-1	-1	-1	
resurrect	   8	   9	   0	   0	-1	-1	-1	-1	
retaken	   -  	   7	   0		-1	-1	-1	-1	
retaking	   -  	   8	   0		-1	-1	-1	-1	
retarding	   -  	   9	   2		-1	-1	-1	-1	
retested	   -  	   8	   1		-1	-1	-1	-1	
retesting	   -  	   9	   0		-1	-1	-1	-1	
rethinking	   8	  10	   0	   0	-1	-1	-1	-1	
retooling	   7	   9	   0	   1	-1	-1	-1	-1	
retorted	   7	   8	   2	   2	-1	-1	-1	-1	
retouching	   7	  10	   0	   0	-1	-1	-1	-1	
retracing	   -  	   9	   0		-1	-1	-1	-1	
retreated	   8	   9	   1	   1	-1	-1	-1	-1	
retrieving	   8	  10	   0	   1	-1	-1	-1	-1	
retrying	   -  	   8	   0		-1	-1	-1	-1	
reunite	   7	   7	   0	   0	-1	-1	-1	-1	
reunites	   -  	   8	   1		-1	-1	-1	-1	
reusing	   -  	   7	   1		-1	-1	-1	-1	
revalue	   -  	   7	   1		-1	-1	-1	-1	
reversing	   7	   9	   1	   2	-1	-1	-1	-1	
reverted	   -  	   8	   1		-1	-1	-1	-1	
revises	   -  	   7	   2		-1	-1	-1	-1	
revisit	   -  	   7	   0		-1	-1	-1	-1	
revoking	   -  	   8	   0		-1	-1	-1	-1	
revved	   4	   6	   0	   5	-1	-1	-1	-1	
rewarded	   7	   8	   2	   2	-1	-1	-1	-1	
rewire	   -  	   6	   1		-1	-1	-1	-1	
rewritten	   6	   9	   0	   0	-1	-1	-1	-1	
ricocheted	   -  	  10	   0		-1	-1	-1	-1	
rid	   -  	   3	  13		-1	-1	-1	-1	
ridicules	   -  	   9	   1		-1	-1	-1	-1	
rids	   -  	   4	  11		-1	-1	-1	-1	
rile	   -  	   4	  15		-1	-1	-1	-1	
riles	   -  	   5	  10		-1	-1	-1	-1	
rioted	   -  	   6	   1		-1	-1	-1	-1	
risked	   5	   6	   0	   4	-1	-1	-1	-1	
rivaling	   -  	   8	   0		-1	-1	-1	-1	
rives	   -  	   5	  13		-1	-1	-1	-1	
riveted	   7	   7	   0	   1	-1	-1	-1	-1	
roamed	   4	   6	   3	  13	-1	-1	-1	-1	
roams	   -  	   5	   4		-1	-1	-1	-1	
roared	   3	   6	   3	  24	-1	-1	-1	-1	
rocked	   4	   6	   9	  14	-1	-1	-1	-1	
rocketed	   7	   8	   1	   2	-1	-1	-1	-1	
rode	   3	   4	  13	  34	-1	-1	 451	-1	
roil	   -  	   4	   7		-1	-1	-1	-1	
rotated	   7	   7	   1	   1	-1	-1	-1	-1	
rototilled	   -  	  10	   0		-1	-1	-1	-1	
roughed	   4	   7	   2	  16	-1	-1	-1	-1	
rouse	   3	   5	   7	  15	-1	-1	-1	-1	
roused	   4	   6	   4	   6	-1	-1	-1	-1	
rove	   3	   4	  13	  21	-1	-1	-1	-1	
rowed	   3	   5	   9	  34	-1	-1	-1	-1	
rubbed	   4	   6	   4	   7	-1	-1	-1	-1	
ruining	   6	   7	   2	   0	-1	-1	-1	-1	
ruminate	   -  	   8	   0		-1	-1	-1	-1	
rummaging	   7	   9	   0	   0	-1	-1	-1	-1	
sacrificed	   9	  10	   1	   1	-1	-1	-1	-1	
sagged	   4	   6	   9	  13	-1	-1	-1	-1	
sailed	   4	   6	  11	  19	-1	-1	-1	-1	
salivate	   -  	   8	   0		-1	-1	-1	-1	
sall	   -  	   4	  14		-1	-1	-1	-1	
saluted	   7	   7	   1	   2	-1	-1	-1	-1	
salvaging	   8	   9	   0	   1	-1	-1	-1	-1	
sanctify	   -  	   8	   1		-1	-1	-1	-1	
sang	   3	   4	  15	  17	-1	-1	-1	-1	
sanitize	   -  	   8	   0		-1	-1	-1	-1	
sank	   4	   4	  14	  14	-1	-1	-1	-1	
sapped	   4	   6	   7	  14	-1	-1	-1	-1	
sate	   -  	   4	  16		-1	-1	-1	-1	
satirize	   -  	   8	   0		-1	-1	-1	-1	
satisfies	   8	   9	   1	   2	-1	-1	-1	-1	
satisfy	   7	   7	   0	   2	-1	 432	-1	 336	
saturate	   7	   8	   0	   0	-1	-1	-1	-1	
savoring	   -  	   8	   0		-1	-1	-1	-1	
sawed	   3	   5	   5	  28	-1	-1	-1	-1	
scalds	   -  	   6	   2		-1	-1	-1	-1	
scammed	   -  	   7	   1		-1	-1	-1	-1	
scandalize	   -  	  10	   0		-1	-1	-1	-1	
schemed	   -  	   7	   2		-1	-1	-1	-1	
schooled	   5	   8	   0	   8	-1	-1	-1	-1	
scoffed	   5	   7	   1	   4	-1	-1	-1	-1	
scolds	   -  	   6	   0		-1	-1	-1	-1	
scored	   4	   6	   6	  17	-1	-1	-1	-1	
scourged	   5	   8	   0	   2	-1	-1	-1	-1	
scrams	   -  	   6	   2		-1	-1	-1	-1	
scrawled	   6	   8	   1	   4	-1	-1	-1	-1	
screamed	   6	   8	   1	   5	-1	-1	-1	-1	
screeched	   6	   9	   0	   2	-1	-1	-1	-1	
screened	   6	   8	   0	   3	-1	-1	-1	-1	
scrounged	   7	   9	   1	   1	-1	-1	-1	-1	
scrutinize	   9	  10	   0	   0	-1	-1	-1	-1	
scull	   -  	   5	   1		-1	-1	-1	-1	
sculpt	   -  	   6	   0		-1	-1	-1	-1	
sculpts	   -  	   7	   0		-1	-1	-1	-1	
searched	   4	   8	   2	   2	-1	-1	-1	-1	
seceded	   -  	   7	   1		-1	-1	-1	-1	
seceding	   -  	   8	   1		-1	-1	-1	-1	
seconded	   8	   8	   0	   0	-1	-1	-1	-1	
secreted	   8	   8	   1	   0	-1	-1	-1	-1	
sedating	   -  	   8	   0		-1	-1	-1	-1	
seek	   3	   4	  10	  18	 322	-1	 331	-1	
seeks	   4	   5	   8	  12	-1	-1	-1	-1	
seemed	   4	   6	   4	   8	-1	-1	-1	-1	
seems	   4	   5	   7	  13	-1	-1	-1	-1	
seeped	   4	   6	   3	   9	-1	-1	-1	-1	
segregate	   8	   9	   0	   0	-1	-1	-1	-1	
seize	   3	   5	   1	  24	 477	-1	 178	-1	
selecting	   8	   9	   0	   3	-1	-1	-1	-1	
sells	   4	   5	   9	  17	-1	-1	-1	-1	
sends	   5	   5	   5	   8	-1	-1	-1	-1	
sensed	   5	   6	   2	   6	-1	-1	-1	-1	
served	   4	   6	   3	   8	-1	-1	-1	-1	
severing	   7	   8	   1	   1	-1	-1	-1	-1	
sew	   2	   3	  13	  30	-1	 282	 478	-1	
sewed	   3	   5	   5	  26	-1	-1	-1	-1	
sewn	   3	   4	   4	  22	-1	-1	-1	-1	
sexed	   5	   5	   3	   7	-1	-1	-1	-1	
sha	   -  	   3	   5		-1	-1	-1	-1	
shall	   3	   5	   6	   9	-1	 288	 237	-1	
shalt	   4	   5	   3	   1	-1	-1	-1	-1	
shear	   3	   5	   5	  20	-1	-1	 484	-1	
sheathe	   -  	   7	   1		-1	-1	-1	-1	
shelve	   4	   6	   0	   7	-1	-1	-1	-1	
shepherded	   7	  10	   0	   0	-1	-1	-1	-1	
shied	   3	   5	   4	  18	-1	-1	-1	-1	
shines	   4	   6	   3	  12	-1	-1	-1	-1	
shipped	   4	   7	   6	  12	-1	-1	-1	-1	
shirked	   4	   7	   1	   6	-1	-1	-1	-1	
shone	   3	   5	   6	  11	 396	-1	 413	-1	
shooed	   3	   6	   3	  17	-1	-1	-1	-1	
shook	   3	   5	   3	  12	 348	-1	 307	-1	
shored	   3	   6	   8	  24	-1	-1	-1	-1	
shoved	   4	   6	   6	   5	-1	-1	-1	-1	
shoves	   4	   6	   4	   5	-1	-1	-1	-1	
showed	   3	   6	   7	  19	-1	-1	-1	-1	
shrank	   5	   6	   2	   8	-1	-1	-1	-1	
shrieked	   5	   8	   0	   6	-1	-1	-1	-1	
shriveling	   -  	  10	   0		-1	-1	-1	-1	
shrugged	   5	   8	   0	   3	-1	-1	-1	-1	
shunned	   4	   7	   2	   2	-1	-1	-1	-1	
shuns	   -  	   5	   2		-1	-1	-1	-1	
shure	   -  	   5	   3		-1	-1	-1	-1	
shuts	   4	   5	   3	  14	-1	-1	-1	-1	
sidling	   6	   7	   1	   1	-1	-1	-1	-1	
sifts	   -  	   5	   3		-1	-1	-1	-1	
sighed	   3	   6	   1	  27	-1	-1	-1	-1	
sightseer	   -  	   9	   0		-1	-1	-1	-1	
signifies	   8	   9	   1	   2	-1	-1	-1	-1	
signify	   7	   7	   1	   3	-1	-1	 298	-1	
silencing	   8	   9	   0	   1	-1	-1	-1	-1	
simplifies	   9	  10	   1	   2	-1	-1	-1	-1	
simplify	   8	   8	   0	   2	-1	-1	-1	-1	
simulate	   8	   8	   0	   1	-1	-1	-1	-1	
simulates	   -  	   9	   1		-1	-1	-1	-1	
sing	   3	   4	  13	  20	 218	 221	 465	-1	
singling	   -  	   8	   3		-1	-1	-1	-1	
sings	   4	   5	   8	  11	-1	-1	-1	-1	
sipped	   4	   6	   6	  18	-1	-1	-1	-1	
situate	   7	   7	   0	   0	-1	-1	-1	-1	
sketched	   5	   8	   1	   2	-1	-1	-1	-1	
skew	   -  	   4	   3		-1	-1	-1	-1	
skied	   4	   5	   4	  11	-1	-1	-1	-1	
skimp	   5	   5	   0	   4	-1	-1	-1	-1	
skipped	   5	   7	   5	   8	-1	-1	-1	-1	
skulk	   -  	   5	   1		-1	-1	-1	-1	
skulks	   -  	   6	   1		-1	-1	-1	-1	
slacked	   -  	   7	   6		-1	-1	-1	-1	
slackening	   8	  10	   0	   0	-1	-1	-1	-1	
slams	   5	   5	   6	   6	-1	-1	-1	-1	
slandering	   -  	  10	   0		-1	-1	-1	-1	
slapped	   5	   7	   6	  13	-1	-1	-1	-1	
slaps	   5	   5	   9	  12	-1	-1	-1	-1	
slathering	   -  	  10	   1		-1	-1	-1	-1	
sleeps	   5	   6	   2	   8	-1	-1	-1	-1	
slicked	   -  	   7	   2		-1	-1	-1	-1	
slid	   4	   4	   6	  11	-1	-1	-1	-1	
slimmed	   -  	   7	   3		-1	-1	-1	-1	
slims	   -  	   5	   7		-1	-1	-1	-1	
slogged	   5	   7	   3	   5	-1	-1	-1	-1	
slowed	   4	   6	   8	  18	-1	-1	-1	-1	
slows	   4	   5	   9	  11	-1	-1	-1	-1	
slumped	   6	   7	   4	   5	-1	-1	-1	-1	
slung	   4	   5	   7	  15	-1	-1	-1	-1	
smelled	   5	   7	   4	   6	-1	-1	-1	-1	
smiled	   5	   6	   3	   5	-1	-1	-1	-1	
smooths	   -  	   7	   0		-1	-1	-1	-1	
snacked	   -  	   7	   3		-1	-1	-1	-1	
snapped	   5	   7	   3	   6	-1	-1	-1	-1	
snared	   4	   6	   9	  10	-1	-1	-1	-1	
snead	   -  	   5	   3		-1	-1	-1	-1	
sneaked	   5	   7	   0	   2	-1	-1	-1	-1	
sneered	   4	   7	   2	  11	-1	-1	-1	-1	
sneezed	   5	   7	   2	   2	-1	-1	-1	-1	
sniffed	   5	   7	   1	   6	-1	-1	-1	-1	
snowed	   4	   6	   4	  12	-1	-1	-1	-1	
snubbed	   5	   7	   1	   2	-1	-1	-1	-1	
snuck	   -  	   5	   2		-1	-1	-1	-1	
snuffed	   5	   7	   3	   4	-1	-1	-1	-1	
soar	   3	   4	   8	  28	-1	-1	-1	-1	
soared	   3	   6	  10	  28	-1	-1	-1	-1	
soars	   3	   5	   7	  32	-1	-1	-1	-1	
soave	   -  	   5	   5		-1	-1	-1	-1	
sobbed	   4	   6	   5	   7	-1	-1	-1	-1	
socialize	   -  	   9	   0		-1	-1	-1	-1	
sodomize	   -  	   8	   0		-1	-1	-1	-1	
solicit	   7	   7	   0	   0	-1	-1	-1	-1	
solicits	   -  	   8	   0		-1	-1	-1	-1	
solve	   4	   5	   1	   5	-1	 420	-1	 360	
solves	   5	   6	   3	   3	-1	-1	-1	-1	
soothe	   3	   6	   0	  10	-1	 376	-1	 379	
soothed	   4	   7	   0	   4	-1	-1	-1	-1	
sops	   -  	   4	  11		-1	-1	-1	-1	
souring	   6	   7	   3	   4	-1	-1	-1	-1	
sowed	   3	   5	   9	  26	-1	-1	-1	-1	
sown	   3	   4	   8	  22	-1	-1	-1	-1	
spaced	   5	   6	   4	   5	-1	-1	-1	-1	
spake	   4	   5	   9	  11	-1	-1	-1	-1	
spanned	   5	   7	   4	   9	-1	-1	-1	-1	
spared	   4	   6	   9	  12	-1	-1	-1	-1	
sparked	   5	   7	   1	   5	-1	-1	-1	-1	
sparred	   -  	   7	   4		-1	-1	-1	-1	
spattering	   8	  10	   4	   4	-1	-1	-1	-1	
spawned	   5	   7	   1	   7	-1	-1	-1	-1	
spay	   -  	   4	   7		-1	-1	-1	-1	
spayed	   4	   6	   4	  15	-1	-1	-1	-1	
specialize	   8	  10	   0	   0	-1	-1	-1	-1	
specifies	   8	   9	   2	   2	-1	-1	-1	-1	
specify	   7	   7	   0	   2	-1	 544	-1	 237	
speculate	   9	   9	   0	   1	-1	-1	-1	-1	
speculates	  10	  10	   1	   1	-1	-1	-1	-1	
sped	   4	   4	   6	  14	-1	-1	-1	-1	
speechify	   -  	   9	   0		-1	-1	-1	-1	
spends	   6	   6	   1	   2	-1	-1	-1	-1	
spewed	   5	   6	   2	   3	-1	-1	-1	-1	
spews	   -  	   5	   2		-1	-1	-1	-1	
spied	   4	   5	   5	  18	-1	-1	-1	-1	
splurged	   6	   8	   0	   1	-1	-1	-1	-1	
sponsoring	   9	  10	   0	   0	-1	-1	-1	-1	
spoofed	   -  	   7	   2		-1	-1	-1	-1	
sprang	   5	   6	   2	   3	-1	-1	-1	-1	
sprawled	   6	   8	   1	   3	-1	-1	-1	-1	
sprawls	   6	   7	   0	   2	-1	-1	-1	-1	
sprung	   5	   6	   3	   3	-1	-1	-1	-1	
spurn	   -  	   5	   2		-1	-1	-1	-1	
spurned	   5	   7	   2	   5	-1	-1	-1	-1	
spurns	   -  	   6	   1		-1	-1	-1	-1	
spurred	   4	   7	   3	  14	-1	-1	-1	-1	
squeaked	   6	   8	   1	   3	-1	-1	-1	-1	
squelched	   7	   9	   0	   0	-1	-1	-1	-1	
squirms	   -  	   7	   2		-1	-1	-1	-1	
stabilize	   8	   9	   0	   1	-1	-1	-1	-1	
staffed	   5	   7	   1	   5	-1	-1	-1	-1	
stagnated	   9	   9	   0	   0	-1	-1	-1	-1	
staked	   5	   6	  10	  10	-1	-1	-1	-1	
stalemated	   -  	  10	   0		-1	-1	-1	-1	
stalked	   5	   7	   2	   8	-1	-1	-1	-1	
stampeded	   9	   9	   0	   0	-1	-1	-1	-1	
stanch	   -  	   6	   3		-1	-1	-1	-1	
stank	   5	   5	   7	   5	-1	-1	-1	-1	
stared	   4	   6	  13	  15	-1	-1	-1	-1	
starve	   4	   6	   0	  11	 380	-1	 395	-1	
starves	   -  	   7	   2		-1	-1	-1	-1	
stashed	   5	   7	   2	   4	-1	-1	-1	-1	
stayed	   4	   6	   7	  23	-1	-1	-1	-1	
steeled	   5	   7	   2	   9	-1	-1	-1	-1	
steeped	   5	   7	   4	   4	-1	-1	-1	-1	
steered	   4	   7	   3	  15	-1	-1	-1	-1	
stemmed	   5	   7	   1	   5	-1	-1	-1	-1	
sterilize	   8	   9	   0	   1	-1	-1	-1	-1	
stiffening	   7	  10	   0	   0	-1	-1	-1	-1	
stilled	   5	   7	   6	   8	-1	-1	-1	-1	
stimulate	   9	   9	   0	   2	-1	-1	-1	-1	
stimulates	  10	  10	   2	   2	-1	-1	-1	-1	
stipulate	   -  	   9	   1		-1	-1	-1	-1	
stipulates	  10	  10	   2	   1	-1	-1	-1	-1	
stirs	   4	   5	   1	  10	-1	-1	-1	-1	
stitched	   5	   8	   2	   4	-1	-1	-1	-1	
stoked	   5	   6	   7	   9	-1	-1	-1	-1	
stomped	   6	   7	   4	   5	-1	-1	-1	-1	
stood	   4	   5	   3	  10	-1	 297	-1	 375	
stormed	   5	   7	   0	   7	-1	-1	-1	-1	
stowed	   4	   6	   7	  23	-1	-1	-1	-1	
strafe	   -  	   6	   1		-1	-1	-1	-1	
strategize	   -  	  10	   0		-1	-1	-1	-1	
strayed	   5	   7	   1	  11	-1	-1	-1	-1	
streaked	   6	   8	   2	   5	-1	-1	-1	-1	
streamed	   6	   8	   3	   5	-1	-1	-1	-1	
strew	   4	   5	   3	   6	-1	-1	-1	-1	
strewn	   5	   6	   0	   2	-1	-1	-1	-1	
strive	   5	   6	   5	   6	-1	-1	-1	-1	
strives	   6	   7	   4	   2	-1	-1	-1	-1	
strode	   5	   6	   3	   7	 472	-1	 310	-1	
stroked	   6	   7	   1	   5	-1	-1	-1	-1	
strolled	   6	   8	   0	   4	-1	-1	-1	-1	
strove	   5	   6	   3	   5	-1	-1	-1	-1	
strums	   -  	   6	   2		-1	-1	-1	-1	
stubbed	   5	   7	   2	   6	-1	-1	-1	-1	
stung	   4	   5	   4	  10	-1	-1	-1	-1	
stunk	   -  	   5	   6		-1	-1	-1	-1	
stuns	   -  	   5	   4		-1	-1	-1	-1	
subbed	   -  	   6	   3		-1	-1	-1	-1	
subdivide	   -  	   9	   0		-1	-1	-1	-1	
subduing	   8	   8	   0	   0	-1	-1	-1	-1	
subjected	   9	   9	   0	   3	-1	-1	-1	-1	
subjecting	   9	  10	   0	   3	-1	-1	-1	-1	
subjugate	   8	   9	   0	   0	-1	-1	-1	-1	
subleasing	   -  	  10	   0		-1	-1	-1	-1	
submitted	   8	   9	   0	   1	-1	-1	-1	-1	
subsided	   8	   8	   1	   1	-1	-1	-1	-1	
subsidize	   8	   9	   0	   2	-1	-1	-1	-1	
subtracted	  10	  10	   0	   0	-1	-1	-1	-1	
subverted	   8	   9	   0	   1	-1	-1	-1	-1	
subverting	   8	  10	   0	   1	-1	-1	-1	-1	
succeeded	   8	   9	   0	   1	-1	-1	-1	-1	
succumbing	   7	  10	   0	   0	-1	-1	-1	-1	
sucked	   4	   6	   9	  13	-1	-1	-1	-1	
sued	   3	   4	   5	  21	-1	-1	-1	-1	
suffices	   7	   8	   1	   0	-1	-1	-1	-1	
suffocate	   7	   9	   0	   0	-1	 465	-1	-1	
suggesting	   8	  10	   0	   1	-1	-1	-1	-1	
sulked	   5	   6	   1	   4	-1	-1	-1	-1	
summarize	   7	   9	   0	   2	-1	-1	-1	-1	
summarized	   8	  10	   1	   1	-1	-1	-1	-1	
summed	   -  	   6	   3		-1	-1	-1	-1	
sup	   3	   3	   9	  13	-1	-1	-1	-1	
supersede	   7	   9	   0	   0	-1	-1	-1	-1	
supersedes	   -  	  10	   1		-1	-1	-1	-1	
supervise	   7	   9	   0	   1	-1	-1	-1	-1	
supplanted	   9	  10	   0	   0	-1	-1	-1	-1	
supplying	   7	   9	   0	   1	-1	-1	-1	-1	
supposes	   7	   8	   1	   2	-1	-1	-1	-1	
suppresses	   8	  10	   1	   0	-1	-1	-1	-1	
surged	   4	   6	   2	   7	-1	-1	-1	-1	
surmises	   -  	   8	   1		-1	-1	-1	-1	
surmounted	   8	  10	   0	   0	-1	-1	-1	-1	
surpasses	   7	   9	   1	   1	-1	-1	-1	-1	
surrounded	   8	  10	   0	   0	-1	-1	-1	-1	
suspecting	   9	  10	   0	   1	-1	-1	-1	-1	
suspending	   9	  10	   0	   1	-1	-1	-1	-1	
sustaining	   8	  10	   0	   0	-1	-1	-1	-1	
swam	   4	   4	  11	   6	-1	 324	-1	 508	
swapped	   5	   7	   3	   8	-1	-1	-1	-1	
swarmed	   5	   7	   0	   5	-1	-1	-1	-1	
swayed	   4	   6	   2	  10	-1	-1	 404	-1	
swears	   4	   6	   4	   9	-1	-1	-1	-1	
swelled	   5	   7	   4	   9	-1	-1	-1	-1	
swerved	   5	   7	   1	   4	-1	-1	-1	-1	
swirled	   5	   7	   2	   8	-1	-1	-1	-1	
swished	   5	   7	   0	   4	-1	-1	-1	-1	
swooped	   5	   7	   3	   6	-1	-1	-1	-1	
swore	   4	   5	   7	  10	-1	-1	 404	-1	
swum	   4	   4	   4	   8	-1	-1	-1	-1	
swung	   4	   5	   3	   5	-1	-1	-1	-1	
symbolize	   8	   9	   0	   1	-1	-1	-1	-1	
symbolized	   9	  10	   1	   1	-1	-1	-1	-1	
sympathize	   8	  10	   0	   1	-1	-1	-1	-1	
syncopate	   -  	   9	   0		-1	-1	-1	-1	
synthesize	   8	  10	   1	   0	-1	-1	-1	-1	
tabling	   -  	   7	   2		-1	-1	-1	-1	
tabulate	   -  	   8	   0		-1	-1	-1	-1	
tacked	   4	   6	   9	  19	-1	-1	-1	-1	
tagged	   4	   6	  10	  13	-1	-1	-1	-1	
tallying	   -  	   8	   1		-1	-1	-1	-1	
tames	   -  	   5	  11		-1	-1	-1	-1	
tantalize	   -  	   9	   0		-1	-1	-1	-1	
tapering	   7	   8	   1	   2	-1	-1	-1	-1	
tarnishing	   -  	  10	   0		-1	-1	-1	-1	
tasked	   -  	   6	   5		-1	-1	-1	-1	
